Distance from Tangos Halo	x	y	z	vx	vy	vz	Mean [Fe/H]	Mean Tform	Total Stellar Mass	Half-light radius	Simulation	Output Number	Tangos Halo ID	Internal ID	Count ID	Mask Out
kpc	kpc	kpc	kpc	km s**-1	km s**-1	km s**-1	dec	Myr	log10(msol)	pc	N/A	N/A	N/A	N/A	N/A	N/A
1.784226521	1.338535202	1.015236702	-0.600901182	-19.1152691	-19.88262219	1.189740956	-1.514346303	1927.096681	3.796016879	2.898002484	Halo383_Massive	40	0	187	187	0
1.786632298	1.342115767	1.016872749	-0.597285567	-19.17980095	-20.74221563	-0.014152815	-1.520625936	1926.828427	3.814286768	4.020019359	Halo383_Massive	40	0	188	188	0
1.081500908	0.312374768	-0.859744086	-0.57698035	3.368068914	6.320455314	2.54977669	-1.526472572	1533.399897	4.105469762	3.879911235	Halo383_Massive	31	0	191	191	0
0.433015407	-0.030655703	0.321287286	0.288681573	27.11486847	-18.59262406	-5.652581121	-1.206672955	2022.336273	3.805434322	21.70601033	Halo383_Massive	44	0	196	196	0
0.660307495	-0.383207755	0.481716374	0.238971002	15.08132805	-17.86004289	9.805135109	-1.224352754	1997.790364	4.18877733	2.121287084	Halo383_Massive	42	0	197	197	0
0.1940283	0.14412846	-0.124944915	0.035534999	-2.474567446	-1.406196126	18.45857226	-1.21348304	2037.573618	3.623133753	7.140668342	Halo383_Massive	45	0	198	198	0
1.564523987	1.252072137	0.76547328	-0.542311097	-23.90678877	-33.64461377	3.905856093	-1.407033025	1914.01009	3.966430921	3.742360035	Halo383_Massive	40	0	199	199	0
0.426533882	-0.317172207	-0.253526221	0.130603978	19.35640679	12.6175056	13.0705142	-1.303302848	2052.649484	4.066832743	6.595618649	Halo383_Massive	45	0	201	201	0
0.244505668	-0.06118666	0.235978138	0.018802463	-28.23313421	-28.39875202	8.396058236	-1.463087339	1893.272829	4.057734834	2.646437332	Halo383_Massive	39	0	203	203	0
0.491593416	0.000523953	-0.491422142	-0.012964945	0.641849745	12.14294361	2.164718845	-1.592642579	1269.911841	3.674558148	4.360061359	Halo383_Massive	27	1	204	204	0
2.242794345	0.983280836	1.994572204	0.29149099	-5.955628756	-4.401357742	-4.38277691	-1.383074332	1746.603064	4.239949799	5.062794698	Halo383_Massive	36	0	205	205	0

